image_path,mask_path,type,split
dataset\images\train\3039_jpg.rf.W2ZGsMdSvxMrtl3vqWat.jpg,dataset\masks\train\3039_jpg.rf.W2ZGsMdSvxMrtl3vqWat__segment_crack.png,crack,train
dataset\images\train\14-144132_transparent-wall-cracks-png-wall-cracking-by-hole_png_jpg.rf.WM59q5THsIuKlYsepaaz.jpg,dataset\masks\train\14-144132_transparent-wall-cracks-png-wall-cracking-by-hole_png_jpg.rf.WM59q5THsIuKlYsepaaz__segment_crack.png,crack,train
dataset\images\train\2003_jpg.rf.WTxBzCKZcitU2m3b4L9y.jpg,dataset\masks\train\2003_jpg.rf.WTxBzCKZcitU2m3b4L9y__segment_crack.png,crack,train
dataset\images\train\2093_jpg.rf.Wl2dPpMqQj6EL2cU9U0M.jpg,dataset\masks\train\2093_jpg.rf.Wl2dPpMqQj6EL2cU9U0M__segment_crack.png,crack,train
dataset\images\train\Image_-732-_jpg.rf.XDncVLeXR10qQDDoZcDM.jpg,dataset\masks\train\Image_-732-_jpg.rf.XDncVLeXR10qQDDoZcDM__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503102_y_jpg.rf.XFwn3EbiXeF9E9CeD4v7.jpg,dataset\masks\train\photo_6186122103615503102_y_jpg.rf.XFwn3EbiXeF9E9CeD4v7__segment_crack.png,crack,train
dataset\images\train\3863_jpg.rf.XEQjENmofEigtyA8kf59.jpg,dataset\masks\train\3863_jpg.rf.XEQjENmofEigtyA8kf59__segment_crack.png,crack,train
dataset\images\train\1802_jpg.rf.XEzley6xki6VWpIF8PHR.jpg,dataset\masks\train\1802_jpg.rf.XEzley6xki6VWpIF8PHR__segment_crack.png,crack,train
dataset\images\train\images457_jpg.rf.XQjXz6fYR0zBmu6G1GtO.jpg,dataset\masks\train\images457_jpg.rf.XQjXz6fYR0zBmu6G1GtO__segment_crack.png,crack,train
dataset\images\train\cracking051_jpg.rf.XNE8bRK7EAUh6dRryJ3K.jpg,dataset\masks\train\cracking051_jpg.rf.XNE8bRK7EAUh6dRryJ3K__segment_crack.png,crack,train
dataset\images\train\2417_jpg.rf.XjWLeaEEKqOEmIYSRwF1.jpg,dataset\masks\train\2417_jpg.rf.XjWLeaEEKqOEmIYSRwF1__segment_crack.png,crack,train
dataset\images\train\2015_jpg.rf.Y82YUEAuFZtXK5h0FPpp.jpg,dataset\masks\train\2015_jpg.rf.Y82YUEAuFZtXK5h0FPpp__segment_crack.png,crack,train
dataset\images\train\crack353_jpg.rf.YAXYxaFkgkPXcLl8KQ6h.jpg,dataset\masks\train\crack353_jpg.rf.YAXYxaFkgkPXcLl8KQ6h__segment_crack.png,crack,train
dataset\images\train\2366_jpg.rf.XLJy6ElE0FEFu5x9akFu.jpg,dataset\masks\train\2366_jpg.rf.XLJy6ElE0FEFu5x9akFu__segment_crack.png,crack,train
dataset\images\train\618-dat_png_jpg.rf.Ylardn78oIuhmVLZqQHD.jpg,dataset\masks\train\618-dat_png_jpg.rf.Ylardn78oIuhmVLZqQHD__segment_crack.png,crack,train
dataset\images\train\crack369_jpg.rf.l9PHO1K58u8vJjhwf0jT.jpg,dataset\masks\train\crack369_jpg.rf.l9PHO1K58u8vJjhwf0jT__segment_crack.png,crack,train
dataset\images\train\2297_jpg.rf.lI1E2ZDqLpXrrFgVSu2v.jpg,dataset\masks\train\2297_jpg.rf.lI1E2ZDqLpXrrFgVSu2v__segment_crack.png,crack,train
dataset\images\train\cracking0112_jpg.rf.lJL67L39UrzQNjJV6tEq.jpg,dataset\masks\train\cracking0112_jpg.rf.lJL67L39UrzQNjJV6tEq__segment_crack.png,crack,train
dataset\images\train\cracking461_jpg.rf.lWe0EOcink9SjNdiyF9B.jpg,dataset\masks\train\cracking461_jpg.rf.lWe0EOcink9SjNdiyF9B__segment_crack.png,crack,train
dataset\images\train\465-dat_png_jpg.rf.lZiFWrJWwm8pVOmOftyt.jpg,dataset\masks\train\465-dat_png_jpg.rf.lZiFWrJWwm8pVOmOftyt__segment_crack.png,crack,train
dataset\images\train\Untitled-1_jpg.rf.lhCmYAqv857M77Od8Fo1.jpg,dataset\masks\train\Untitled-1_jpg.rf.lhCmYAqv857M77Od8Fo1__segment_crack.png,crack,train
dataset\images\train\141_jpg.rf.lYjtJp4L5IHkTBKHhqho.jpg,dataset\masks\train\141_jpg.rf.lYjtJp4L5IHkTBKHhqho__segment_crack.png,crack,train
dataset\images\train\cracking413_jpg.rf.lhEiLgRpd1ccx9n294Pm.jpg,dataset\masks\train\cracking413_jpg.rf.lhEiLgRpd1ccx9n294Pm__segment_crack.png,crack,train
dataset\images\train\cracks0029_jpg.rf.liAYC7zyChzqF148ePGl.jpg,dataset\masks\train\cracks0029_jpg.rf.liAYC7zyChzqF148ePGl__segment_crack.png,crack,train
dataset\images\train\cracking083_jpg.rf.m0rTXWbdgDXewhYSvlTq.jpg,dataset\masks\train\cracking083_jpg.rf.m0rTXWbdgDXewhYSvlTq__segment_crack.png,crack,train
dataset\images\train\images263_jpg.rf.lqIgBGL0drSI2PEShS2T.jpg,dataset\masks\train\images263_jpg.rf.lqIgBGL0drSI2PEShS2T__segment_crack.png,crack,train
dataset\images\train\cracking0102099_jpg.rf.m1ZQI4USD56eyG4qff7J.jpg,dataset\masks\train\cracking0102099_jpg.rf.m1ZQI4USD56eyG4qff7J__segment_crack.png,crack,train
dataset\images\train\520_jpg.rf.m3uuwuvDpbIB0oCh0exk.jpg,dataset\masks\train\520_jpg.rf.m3uuwuvDpbIB0oCh0exk__segment_crack.png,crack,train
dataset\images\train\2069_jpg.rf.mAHgVHL2nwHQiRXWZWIw.jpg,dataset\masks\train\2069_jpg.rf.mAHgVHL2nwHQiRXWZWIw__segment_crack.png,crack,train
dataset\images\train\a_6_31_png_jpg.rf.mDlS1BmkmfHden9yPHHW.jpg,dataset\masks\train\a_6_31_png_jpg.rf.mDlS1BmkmfHden9yPHHW__segment_crack.png,crack,train
dataset\images\train\cracking433_jpg.rf.mJMdBY9BYIUi3lFYWTsm.jpg,dataset\masks\train\cracking433_jpg.rf.mJMdBY9BYIUi3lFYWTsm__segment_crack.png,crack,train
dataset\images\train\crack280_jpg.rf.mOxTzKj5NyB5WRo4ocQM.jpg,dataset\masks\train\crack280_jpg.rf.mOxTzKj5NyB5WRo4ocQM__segment_crack.png,crack,train
dataset\images\train\Image_-599-_jpg.rf.mSiIazJ4udQQz38KKznx.jpg,dataset\masks\train\Image_-599-_jpg.rf.mSiIazJ4udQQz38KKznx__segment_crack.png,crack,train
dataset\images\train\image02_png_jpg.rf.mh2TKy8tkV5zCLlUtvLW.jpg,dataset\masks\train\image02_png_jpg.rf.mh2TKy8tkV5zCLlUtvLW__segment_crack.png,crack,train
dataset\images\train\Image_-8-_jpg.rf.mk7IAoyEGOLJr6LWRABX.jpg,dataset\masks\train\Image_-8-_jpg.rf.mk7IAoyEGOLJr6LWRABX__segment_crack.png,crack,train
dataset\images\train\cracking308_jpg.rf.mjFl4JhlnBrKInfD2mKq.jpg,dataset\masks\train\cracking308_jpg.rf.mjFl4JhlnBrKInfD2mKq__segment_crack.png,crack,train
dataset\images\train\2444_jpg.rf.mqBeXHzt1rbqaASrSChY.jpg,dataset\masks\train\2444_jpg.rf.mqBeXHzt1rbqaASrSChY__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503325_y_jpg.rf.mtrQNMp9TlLVUgfQpR3Q.jpg,dataset\masks\train\photo_6186122103615503325_y_jpg.rf.mtrQNMp9TlLVUgfQpR3Q__segment_crack.png,crack,train
dataset\images\train\crack257_jpg.rf.msbF03CfIO6dQNKaOLB6.jpg,dataset\masks\train\crack257_jpg.rf.msbF03CfIO6dQNKaOLB6__segment_crack.png,crack,train
dataset\images\train\Why-Do-Cracked-Walls-Happen_jpg.rf.mn8o0uTmpakBxcqwdSr1.jpg,dataset\masks\train\Why-Do-Cracked-Walls-Happen_jpg.rf.mn8o0uTmpakBxcqwdSr1__segment_crack.png,crack,train
dataset\images\train\00381-Copy_jpg.rf.n6COH6hz3Pw3ELOKHjgv.jpg,dataset\masks\train\00381-Copy_jpg.rf.n6COH6hz3Pw3ELOKHjgv__segment_crack.png,crack,train
dataset\images\train\1969_jpg.rf.n87qJczhSram7hMEqfSs.jpg,dataset\masks\train\1969_jpg.rf.n87qJczhSram7hMEqfSs__segment_crack.png,crack,train
dataset\images\train\32_jpg.rf.B1goEr0wUANvr8I771Ee.jpg,dataset\masks\train\32_jpg.rf.B1goEr0wUANvr8I771Ee__segment_crack.png,crack,train
dataset\images\train\cracking356_jpg.rf.BDjOno9V6lJYXf6So0A0.jpg,dataset\masks\train\cracking356_jpg.rf.BDjOno9V6lJYXf6So0A0__segment_crack.png,crack,train
dataset\images\train\a_12_8_png_jpg.rf.BMc1qBtvvAntZr592xkE.jpg,dataset\masks\train\a_12_8_png_jpg.rf.BMc1qBtvvAntZr592xkE__segment_crack.png,crack,train
dataset\images\train\Image_-732-_jpg.rf.BMvCdrdOXvSD19Ukh1V1.jpg,dataset\masks\train\Image_-732-_jpg.rf.BMvCdrdOXvSD19Ukh1V1__segment_crack.png,crack,train
dataset\images\train\2314_jpg.rf.Bl0gPUOMsAL7Z9KmEnot.jpg,dataset\masks\train\2314_jpg.rf.Bl0gPUOMsAL7Z9KmEnot__segment_crack.png,crack,train
dataset\images\train\1212_jpg.rf.BrnPOcF7s7KdJKKeKNLN.jpg,dataset\masks\train\1212_jpg.rf.BrnPOcF7s7KdJKKeKNLN__segment_crack.png,crack,train
dataset\images\train\00051_jpg.rf.BsT4qVj2oEFMmK9HZElO.jpg,dataset\masks\train\00051_jpg.rf.BsT4qVj2oEFMmK9HZElO__segment_crack.png,crack,train
dataset\images\train\cracking204_jpg.rf.C37kOvjRHGFkGNcbc8d6.jpg,dataset\masks\train\cracking204_jpg.rf.C37kOvjRHGFkGNcbc8d6__segment_crack.png,crack,train
dataset\images\train\Image_-424-_jpg.rf.CCQyuYAVhfJrmSy5IjnY.jpg,dataset\masks\train\Image_-424-_jpg.rf.CCQyuYAVhfJrmSy5IjnY__segment_crack.png,crack,train
dataset\images\train\00014_jpg.rf.CQ19oVfxkEJPk7vPESnd.jpg,dataset\masks\train\00014_jpg.rf.CQ19oVfxkEJPk7vPESnd__segment_crack.png,crack,train
dataset\images\train\crack337_jpg.rf.CJeVrGO7AX7cZMTUepbj.jpg,dataset\masks\train\crack337_jpg.rf.CJeVrGO7AX7cZMTUepbj__segment_crack.png,crack,train
dataset\images\train\2505_jpg.rf.C1PDMOV6c43Mhc0YAaaj.jpg,dataset\masks\train\2505_jpg.rf.C1PDMOV6c43Mhc0YAaaj__segment_crack.png,crack,train
dataset\images\train\cracking0102190_jpg.rf.D29DfJJWgCxrOkTO8vJk.jpg,dataset\masks\train\cracking0102190_jpg.rf.D29DfJJWgCxrOkTO8vJk__segment_crack.png,crack,train
dataset\images\train\a_9_6_png_jpg.rf.D0N3fFlVuUgFB8HmAIg8.jpg,dataset\masks\train\a_9_6_png_jpg.rf.D0N3fFlVuUgFB8HmAIg8__segment_crack.png,crack,train
dataset\images\train\2091_jpg.rf.Ci3rgzZxbcFFKQCar07R.jpg,dataset\masks\train\2091_jpg.rf.Ci3rgzZxbcFFKQCar07R__segment_crack.png,crack,train
dataset\images\train\21_jpg.rf.D8ivEXA08KYZUfoN2vgo.jpg,dataset\masks\train\21_jpg.rf.D8ivEXA08KYZUfoN2vgo__segment_crack.png,crack,train
dataset\images\train\images5_jpg.rf.D5ZzT6aHEUlZIdzJCFdL.jpg,dataset\masks\train\images5_jpg.rf.D5ZzT6aHEUlZIdzJCFdL__segment_crack.png,crack,train
dataset\images\train\1059-dat_png_jpg.rf.D4FmwKbm3LCRcRPgMMZo.jpg,dataset\masks\train\1059-dat_png_jpg.rf.D4FmwKbm3LCRcRPgMMZo__segment_crack.png,crack,train
dataset\images\train\cracking368_jpg.rf.DWO9hZfjOqwT7arGtuax.jpg,dataset\masks\train\cracking368_jpg.rf.DWO9hZfjOqwT7arGtuax__segment_crack.png,crack,train
dataset\images\train\a_7_2_png_jpg.rf.DZtp3YjfiK7RGcu33H33.jpg,dataset\masks\train\a_7_2_png_jpg.rf.DZtp3YjfiK7RGcu33H33__segment_crack.png,crack,train
dataset\images\train\2081_jpg.rf.DTGLd8z7YpvObKkHcXh9.jpg,dataset\masks\train\2081_jpg.rf.DTGLd8z7YpvObKkHcXh9__segment_crack.png,crack,train
dataset\images\train\cracking46_jpg.rf.S46dtMNP5aR2wWOOyOQo.jpg,dataset\masks\train\cracking46_jpg.rf.S46dtMNP5aR2wWOOyOQo__segment_crack.png,crack,train
dataset\images\train\RIMG0632_13oex4p5-5wv_jpg.rf.S7pn0LMT7kHWhxg9Wi0J.jpg,dataset\masks\train\RIMG0632_13oex4p5-5wv_jpg.rf.S7pn0LMT7kHWhxg9Wi0J__segment_crack.png,crack,train
dataset\images\train\1116-dat_png_jpg.rf.RpuBaMMdiGBLwtjlUbhF.jpg,dataset\masks\train\1116-dat_png_jpg.rf.RpuBaMMdiGBLwtjlUbhF__segment_crack.png,crack,train
dataset\images\train\2038_jpg.rf.RzdEEmAKnwGJhbnsvSGS.jpg,dataset\masks\train\2038_jpg.rf.RzdEEmAKnwGJhbnsvSGS__segment_crack.png,crack,train
dataset\images\train\cracking0102204_jpg.rf.SASGAjsCV8C6XEpY6P1R.jpg,dataset\masks\train\cracking0102204_jpg.rf.SASGAjsCV8C6XEpY6P1R__segment_crack.png,crack,train
dataset\images\train\00017_jpg.rf.SCjU8b3Em7lPpDYr4Fz9.jpg,dataset\masks\train\00017_jpg.rf.SCjU8b3Em7lPpDYr4Fz9__segment_crack.png,crack,train
dataset\images\train\cracking337_jpg.rf.SKO1U8907RkuIzcDb9Zo.jpg,dataset\masks\train\cracking337_jpg.rf.SKO1U8907RkuIzcDb9Zo__segment_crack.png,crack,train
dataset\images\train\2117_jpg.rf.SEhYBC9vITZvR8zNq5oy.jpg,dataset\masks\train\2117_jpg.rf.SEhYBC9vITZvR8zNq5oy__segment_crack.png,crack,train
dataset\images\train\2073_jpg.rf.SQ23bRI9awUPyDL4PvAV.jpg,dataset\masks\train\2073_jpg.rf.SQ23bRI9awUPyDL4PvAV__segment_crack.png,crack,train
dataset\images\train\1915_jpg.rf.SQjA63Zpi7JjcBo9MCVM.jpg,dataset\masks\train\1915_jpg.rf.SQjA63Zpi7JjcBo9MCVM__segment_crack.png,crack,train
dataset\images\train\cracking067_jpg.rf.SYO7gUGF8XNtdBYQi0AH.jpg,dataset\masks\train\cracking067_jpg.rf.SYO7gUGF8XNtdBYQi0AH__segment_crack.png,crack,train
dataset\images\train\Image_-798-_jpg.rf.SVsfujgIu0FeAhlw4AXC.jpg,dataset\masks\train\Image_-798-_jpg.rf.SVsfujgIu0FeAhlw4AXC__segment_crack.png,crack,train
dataset\images\train\a_36_7_png_jpg.rf.Sliy2aECua9BX7ISX5K8.jpg,dataset\masks\train\a_36_7_png_jpg.rf.Sliy2aECua9BX7ISX5K8__segment_crack.png,crack,train
dataset\images\train\cracking0102226_jpg.rf.SXxZHR3wr0BOJcQ03aKv.jpg,dataset\masks\train\cracking0102226_jpg.rf.SXxZHR3wr0BOJcQ03aKv__segment_crack.png,crack,train
dataset\images\train\crack270_jpg.rf.SkEfBN8S61XB0gOpmoZ5.jpg,dataset\masks\train\crack270_jpg.rf.SkEfBN8S61XB0gOpmoZ5__segment_crack.png,crack,train
dataset\images\train\Image_-452-_jpg.rf.SqcspmzD36pKYDKq7QRC.jpg,dataset\masks\train\Image_-452-_jpg.rf.SqcspmzD36pKYDKq7QRC__segment_crack.png,crack,train
dataset\images\train\45_jpg.rf.SrKXc3GrESCkG10gNr7P.jpg,dataset\masks\train\45_jpg.rf.SrKXc3GrESCkG10gNr7P__segment_crack.png,crack,train
dataset\images\train\de65bfc4563c4813bb25bb65eb6cfe76_jpg.rf.Syp2zjk2HblvYB1DLoQX.jpg,dataset\masks\train\de65bfc4563c4813bb25bb65eb6cfe76_jpg.rf.Syp2zjk2HblvYB1DLoQX__segment_crack.png,crack,train
dataset\images\train\2079_jpg.rf.Sy4MqIY3dnOM24EiVCuF.jpg,dataset\masks\train\2079_jpg.rf.Sy4MqIY3dnOM24EiVCuF__segment_crack.png,crack,train
dataset\images\train\00051_jpg.rf.T24xiHbY3OeuzwQ4SGJS.jpg,dataset\masks\train\00051_jpg.rf.T24xiHbY3OeuzwQ4SGJS__segment_crack.png,crack,train
dataset\images\train\3135_jpg.rf.T4nsMFBDuHtumm6Lxqkk.jpg,dataset\masks\train\3135_jpg.rf.T4nsMFBDuHtumm6Lxqkk__segment_crack.png,crack,train
dataset\images\train\3483_jpg.rf.TKwPRExWpHDzmAJg4UNH.jpg,dataset\masks\train\3483_jpg.rf.TKwPRExWpHDzmAJg4UNH__segment_crack.png,crack,train
dataset\images\train\cracking0102116_jpg.rf.TRR67TXtOTHZ0yKPo64i.jpg,dataset\masks\train\cracking0102116_jpg.rf.TRR67TXtOTHZ0yKPo64i__segment_crack.png,crack,train
dataset\images\train\00018_jpg.rf.TYU22u6yWcqNLoJXM1MV.jpg,dataset\masks\train\00018_jpg.rf.TYU22u6yWcqNLoJXM1MV__segment_crack.png,crack,train
dataset\images\train\cracking120_jpg.rf.TaWULJvPzBAjOc95EeGU.jpg,dataset\masks\train\cracking120_jpg.rf.TaWULJvPzBAjOc95EeGU__segment_crack.png,crack,train
dataset\images\train\1814_jpg.rf.THHrjPyOoaSdGNLRoMjb.jpg,dataset\masks\train\1814_jpg.rf.THHrjPyOoaSdGNLRoMjb__segment_crack.png,crack,train
dataset\images\train\1_0005_2-Vertical-cracks_png_jpg.rf.gIAUSoX4u0ECvXS5gEfv.jpg,dataset\masks\train\1_0005_2-Vertical-cracks_png_jpg.rf.gIAUSoX4u0ECvXS5gEfv__segment_crack.png,crack,train
dataset\images\train\cracking451_jpg.rf.gINZfoi7Im90odhnCYyV.jpg,dataset\masks\train\cracking451_jpg.rf.gINZfoi7Im90odhnCYyV__segment_crack.png,crack,train
dataset\images\train\Image_-24-_jpg.rf.giJXDamOcGKeVp6RRvLm.jpg,dataset\masks\train\Image_-24-_jpg.rf.giJXDamOcGKeVp6RRvLm__segment_crack.png,crack,train
dataset\images\train\a_11_7_png_jpg.rf.gtbXXI3Chz0DPHyZfjNF.jpg,dataset\masks\train\a_11_7_png_jpg.rf.gtbXXI3Chz0DPHyZfjNF__segment_crack.png,crack,train
dataset\images\train\Image_-424-_jpg.rf.h1ypQvldlxOrYw8iXO4D.jpg,dataset\masks\train\Image_-424-_jpg.rf.h1ypQvldlxOrYw8iXO4D__segment_crack.png,crack,train
dataset\images\train\cracking0155_jpg.rf.hB4EqDMmyA05YzUZi9UJ.jpg,dataset\masks\train\cracking0155_jpg.rf.hB4EqDMmyA05YzUZi9UJ__segment_crack.png,crack,train
dataset\images\train\images21_jpg.rf.hHJmG0dJgrvhbapSTuOP.jpg,dataset\masks\train\images21_jpg.rf.hHJmG0dJgrvhbapSTuOP__segment_crack.png,crack,train
dataset\images\train\cracking149_jpg.rf.h7konhFvmuAAQkThlKlM.jpg,dataset\masks\train\cracking149_jpg.rf.h7konhFvmuAAQkThlKlM__segment_crack.png,crack,train
dataset\images\train\a_34_11_png_jpg.rf.hPrUHQcKDiFkftTEBFrg.jpg,dataset\masks\train\a_34_11_png_jpg.rf.hPrUHQcKDiFkftTEBFrg__segment_crack.png,crack,train
dataset\images\train\crack289_jpg.rf.hoIvCry3vhVJCcgkv4Hj.jpg,dataset\masks\train\crack289_jpg.rf.hoIvCry3vhVJCcgkv4Hj__segment_crack.png,crack,train
dataset\images\train\3412_jpg.rf.hpdXpjup6wKomLgAUOzS.jpg,dataset\masks\train\3412_jpg.rf.hpdXpjup6wKomLgAUOzS__segment_crack.png,crack,train
dataset\images\train\crack381_jpg.rf.hpflstBoZy7xLuvse8IP.jpg,dataset\masks\train\crack381_jpg.rf.hpflstBoZy7xLuvse8IP__segment_crack.png,crack,train
dataset\images\train\6-Most-Likely-Reasons-Youre-Seeing-Cracks-in-Your-Walls-01_jpg.rf.hwamjBrUvifaPF6Vd2rP.jpg,dataset\masks\train\6-Most-Likely-Reasons-Youre-Seeing-Cracks-in-Your-Walls-01_jpg.rf.hwamjBrUvifaPF6Vd2rP__segment_crack.png,crack,train
dataset\images\train\3412_jpg.rf.hMSONAOpvnHXIhyISRvG.jpg,dataset\masks\train\3412_jpg.rf.hMSONAOpvnHXIhyISRvG__segment_crack.png,crack,train
dataset\images\train\cracking0102109_jpg.rf.hzcs4CpIFqupfwZSGF81.jpg,dataset\masks\train\cracking0102109_jpg.rf.hzcs4CpIFqupfwZSGF81__segment_crack.png,crack,train
dataset\images\train\Stair-Step-Crack_jpg.rf.i4m9ehDHV0BVSMZ0QLV5.jpg,dataset\masks\train\Stair-Step-Crack_jpg.rf.i4m9ehDHV0BVSMZ0QLV5__segment_crack.png,crack,train
dataset\images\train\cracking102_jpg.rf.hwJBR9qU0OMXrSoRZFWE.jpg,dataset\masks\train\cracking102_jpg.rf.hwJBR9qU0OMXrSoRZFWE__segment_crack.png,crack,train
dataset\images\train\crack245_jpg.rf.i7JMDUZvsUqzcFoR4Sgx.jpg,dataset\masks\train\crack245_jpg.rf.i7JMDUZvsUqzcFoR4Sgx__segment_crack.png,crack,train
dataset\images\train\Cracks_in_Walls_jpg.rf.iKNlMyuG7zwhznwHd9hc.jpg,dataset\masks\train\Cracks_in_Walls_jpg.rf.iKNlMyuG7zwhznwHd9hc__segment_crack.png,crack,train
dataset\images\train\cracking0102009_jpg.rf.iWGuOiMpBYQC75Xjs74G.jpg,dataset\masks\train\cracking0102009_jpg.rf.iWGuOiMpBYQC75Xjs74G__segment_crack.png,crack,train
dataset\images\train\images692_jpg.rf.iFI8ich975cHMKQLWdWk.jpg,dataset\masks\train\images692_jpg.rf.iFI8ich975cHMKQLWdWk__segment_crack.png,crack,train
dataset\images\train\cracking81_jpg.rf.ilUl9QYqDhLMIOghMsOH.jpg,dataset\masks\train\cracking81_jpg.rf.ilUl9QYqDhLMIOghMsOH__segment_crack.png,crack,train
dataset\images\train\00381-Copy_jpg.rf.j85yzN8cGvyJCiXx6cbD.jpg,dataset\masks\train\00381-Copy_jpg.rf.j85yzN8cGvyJCiXx6cbD__segment_crack.png,crack,train
dataset\images\train\crack322_jpg.rf.iyLSTN2AiddoxuUbYtzV.jpg,dataset\masks\train\crack322_jpg.rf.iyLSTN2AiddoxuUbYtzV__segment_crack.png,crack,train
dataset\images\train\2115_jpg.rf.j6ABLrYwGDGeQhblbM2Q.jpg,dataset\masks\train\2115_jpg.rf.j6ABLrYwGDGeQhblbM2Q__segment_crack.png,crack,train
dataset\images\train\crack288_jpg.rf.jCN1AKkmSlOBwzD19ihR.jpg,dataset\masks\train\crack288_jpg.rf.jCN1AKkmSlOBwzD19ihR__segment_crack.png,crack,train
dataset\images\train\3253_jpg.rf.ipC33NAVH2S9mQjVZtrs.jpg,dataset\masks\train\3253_jpg.rf.ipC33NAVH2S9mQjVZtrs__segment_crack.png,crack,train
dataset\images\train\2056_jpg.rf.jSlQO7dTrVlfi01xGioE.jpg,dataset\masks\train\2056_jpg.rf.jSlQO7dTrVlfi01xGioE__segment_crack.png,crack,train
dataset\images\train\cracking161_jpg.rf.7K4qJI17OQsP9tZpCB5L.jpg,dataset\masks\train\cracking161_jpg.rf.7K4qJI17OQsP9tZpCB5L__segment_crack.png,crack,train
dataset\images\train\2241_jpg.rf.77tRcnRmMeWfsZz4rgSC.jpg,dataset\masks\train\2241_jpg.rf.77tRcnRmMeWfsZz4rgSC__segment_crack.png,crack,train
dataset\images\train\2387_jpg.rf.7KdiAFpb0KANNvtINUPB.jpg,dataset\masks\train\2387_jpg.rf.7KdiAFpb0KANNvtINUPB__segment_crack.png,crack,train
dataset\images\train\a_12_7_png_jpg.rf.7TBwhCWrRJQWnVxiqY6M.jpg,dataset\masks\train\a_12_7_png_jpg.rf.7TBwhCWrRJQWnVxiqY6M__segment_crack.png,crack,train
dataset\images\train\images39_jpg.rf.7QOVqoLKutFBMTWREtxp.jpg,dataset\masks\train\images39_jpg.rf.7QOVqoLKutFBMTWREtxp__segment_crack.png,crack,train
dataset\images\train\crack247_jpg.rf.7SoAQvmR42cpm1y0ul0m.jpg,dataset\masks\train\crack247_jpg.rf.7SoAQvmR42cpm1y0ul0m__segment_crack.png,crack,train
dataset\images\train\cracking391_jpg.rf.7Y7bTdyIZMk2IsGsh1O3.jpg,dataset\masks\train\cracking391_jpg.rf.7Y7bTdyIZMk2IsGsh1O3__segment_crack.png,crack,train
dataset\images\train\crack257_jpg.rf.7h39QpwIJ1CvC9Ux1O7D.jpg,dataset\masks\train\crack257_jpg.rf.7h39QpwIJ1CvC9Ux1O7D__segment_crack.png,crack,train
dataset\images\train\crack338_jpg.rf.7dwoQJLbta9VwBxvf1TY.jpg,dataset\masks\train\crack338_jpg.rf.7dwoQJLbta9VwBxvf1TY__segment_crack.png,crack,train
dataset\images\train\cracking0102_jpg.rf.7mdVBtRd9Amlrgu2zSDu.jpg,dataset\masks\train\cracking0102_jpg.rf.7mdVBtRd9Amlrgu2zSDu__segment_crack.png,crack,train
dataset\images\train\cracking522_jpg.rf.7hSKKZtwYg0ftcfK1i5W.jpg,dataset\masks\train\cracking522_jpg.rf.7hSKKZtwYg0ftcfK1i5W__segment_crack.png,crack,train
dataset\images\train\NUVLAPynR64tPhEkxNWWTc-415-80_jpg.rf.7o1RYOZhEDDLeOAJKnCV.jpg,dataset\masks\train\NUVLAPynR64tPhEkxNWWTc-415-80_jpg.rf.7o1RYOZhEDDLeOAJKnCV__segment_crack.png,crack,train
dataset\images\train\00416-Copy_jpg.rf.7qL9DXBXadOXvnoHDvjv.jpg,dataset\masks\train\00416-Copy_jpg.rf.7qL9DXBXadOXvnoHDvjv__segment_crack.png,crack,train
dataset\images\train\cracking436_jpg.rf.7qZ64Ltf607deFRLt7HV.jpg,dataset\masks\train\cracking436_jpg.rf.7qZ64Ltf607deFRLt7HV__segment_crack.png,crack,train
dataset\images\train\cracking047_jpg.rf.7zFBORhkoIkd9LnMod54.jpg,dataset\masks\train\cracking047_jpg.rf.7zFBORhkoIkd9LnMod54__segment_crack.png,crack,train
dataset\images\train\crack294_jpg.rf.7vdsicEjoXkwYvfD3TMB.jpg,dataset\masks\train\crack294_jpg.rf.7vdsicEjoXkwYvfD3TMB__segment_crack.png,crack,train
dataset\images\train\2128_jpg.rf.7ykiKC5i3Mqykt7dNIdV.jpg,dataset\masks\train\2128_jpg.rf.7ykiKC5i3Mqykt7dNIdV__segment_crack.png,crack,train
dataset\images\train\3863_jpg.rf.7zeTqYzugboF0RgAWOdE.jpg,dataset\masks\train\3863_jpg.rf.7zeTqYzugboF0RgAWOdE__segment_crack.png,crack,train
dataset\images\train\410-dat_png_jpg.rf.84x0Fjq9cEdYVATdS82r.jpg,dataset\masks\train\410-dat_png_jpg.rf.84x0Fjq9cEdYVATdS82r__segment_crack.png,crack,train
dataset\images\train\1065-dat_png_jpg.rf.8CElfL81d7cuZjIy6y2u.jpg,dataset\masks\train\1065-dat_png_jpg.rf.8CElfL81d7cuZjIy6y2u__segment_crack.png,crack,train
dataset\images\train\crack382_jpg.rf.8OnmU0X4MyxXPD9O96WZ.jpg,dataset\masks\train\crack382_jpg.rf.8OnmU0X4MyxXPD9O96WZ__segment_crack.png,crack,train
dataset\images\train\Cracked-Sheetrock-02-1_jpg.rf.8Ujg9wHrabYYTi5qdAJP.jpg,dataset\masks\train\Cracked-Sheetrock-02-1_jpg.rf.8Ujg9wHrabYYTi5qdAJP__segment_crack.png,crack,train
